area,bedrooms,garage,address,district,type,total
250,3,3,Rua Francisco Preto,Vila Morse,Casa,6407
44,2,0,Rua Daniel de Toledo,Vila Hebe,Apartamento,1892
245,3,1,Alameda Itu,Jardim Paulista,Apartamento,8184
180,4,4,Rua Padre Leonel Franca,Vila Libanesa,Casa,6302
30,1,0,Rua Fernando Dondon,Tatuapé,Studio e kitnet,1662
41,1,0,Rua Correia de Lemos,Chácara Inglesa,Apartamento,2871
48,2,1,Rua Epaminondas Melo do Amaral,Sítio do Mandaqui,Apartamento,2314
29,1,0,Rua Antônia Soveral,Chácara Santo Antônio (zona Leste),Apartamento,1292
35,1,1,Rua Santa Júlia,Vila Carrao,Casa,1438
200,5,2,Avenida Águas de São Pedro,Vila Paulicéia,Casa,4655
132,2,2,Rua Doutor José de Sá,Santo Amaro,Casa,6830
58,3,1,Rua Doutor Gomes Ferraz,Vila Pereira Barreto,Apartamento,2699
80,2,0,Rua Curupace,Mooca,Apartamento,2043
46,2,1,Rua Italina,Vila Carmosina,Apartamento,2221
58,1,0,Rua Mauá,Centro,Studio e kitnet,1804
63,2,1,Rua Marquês Lages,Vila Moraes,Apartamento,3790
41,1,1,Rua Maria Otília,Vila Regente Feijó,Apartamento,3464
50,2,0,Rua Galiléia,Casa Verde Média,Casa,1351
30,1,0,Rua Avanhandava,Bela Vista,Studio e kitnet,1708
285,3,6,Avenida Embaixador Cavalcanti de Lacerda,Jardim Bonfiglioli,Casa,5696
220,3,2,Rua Queluz,Jardim Paulista,Apartamento,12530
110,3,2,Rua Professor Djalma Bento,Jardim Luanda,Casa,3840
260,4,2,Rua Professor Nova Gomes,Vila Madalena,Casa,15900
64,2,1,Alameda Itapecuru,Alphaville Industrial,Apartamento,4698
12,1,0,Rua das Palmeiras,Vila Buarque,Apartamento,2855
35,1,0,Avenida Doutor Francisco Mesquita,Jardim Ibitirama,Apartamento,1930
218,3,2,Alameda Lorena,Jardim Paulista,Apartamento,18830
100,2,0,Avenida da Aclimação,Aclimação,Apartamento,4609
40,2,0,Rua Tenente Heli Câmara,Freguesia do Ó,Casa em condomínio,1472
128,2,2,Alameda Ministro Rocha Azevedo,Cerqueira César,Apartamento,18620
55,1,1,Avenida Luiz Dumont Villares,Jardim São Paulo,Apartamento,5623
45,1,1,Rua Tucuna,Perdizes,Apartamento,3450
85,3,2,Avenida Duquesa de Goiás,Real Parque,Apartamento,4625
117,3,1,Avenida Paes de Barros,Mooca,Apartamento,3789
40,1,1,Rua Doutor Zuquim,Santana,Apartamento,2295
135,4,4,Rua Alcantarilla,Vila Andrade,Apartamento,5907
62,3,1,Rua João Biancalana,Paulicéia,Apartamento,2319
36,1,0,Avenida Sapopemba,Vila Regente Feijó,Casa,1057
60,1,0,Rua Amarais,Vila Carrão,Casa,1492
36,1,1,Rua Martino Pesenti,Conjunto Habitacional Teotonio Vilela,Casa,938
25,2,0,Rua Joaquim Rodrigues Costa,Vila Maria Alta,Casa,1043
102,3,2,Rua Geraldo de Mendonça Mello,Vila Isa,Apartamento,5167
60,2,1,Rua Almeida Brandão,Vila Guilhermina,Casa,1677
109,3,2,Alameda Sombreiro,Adalgisa,Apartamento,8620
88,2,0,Avenida Lacerda Franco,Cambuci,Apartamento,3485
61,1,0,Rua Doutor Bettencourt Rodrigues,Sé,Apartamento,2003
45,1,0,Rua Tamandaré,Liberdade,Studio e kitnet,1982
70,3,2,Rua Doutor Martins de Oliveira,Jardim Londrina,Apartamento,4389
30,1,1,Rua Barão de Santo Ângelo,Jardim do Tiro,Apartamento,1398
54,1,1,Rua Quatá,Vila Olímpia,Studio e kitnet,4201
100,3,1,Rua Manuel da Nóbrega,Paraíso,Apartamento,6443
45,1,1,Rua Conde de São Joaquim,Bela Vista,Apartamento,3227
84,3,2,Rua Senador César Lacerda Vergueiro,Sumarezinho,Apartamento,7851
26,1,0,Rua General Jardim,Vila Buarque,Apartamento,2360
39,2,0,Rua Almeida Brandão,Vila Guilhermina,Apartamento,2089
70,2,0,Rua Teerã,Parque da Lapa,Casa,2409
103,3,2,Rua Antônio Júlio dos Santos,Fazenda Morumbi,Apartamento,5434
135,3,2,Rua Maestro João de Souza Lima,Jardim Líbano,Casa,3543
41,2,1,Rua Dona Ana Neri,Cambuci,Apartamento,2575
36,1,0,Rua General Jardim,Vila Buarque,Studio e kitnet,1565
60,3,0,Avenida Brumado de Minas,Jardim Independência (são Paulo),Casa,1563
70,2,0,Praça Júlio Mesquita,Santa Efigênia,Apartamento,4135
135,3,2,Rua Caminho do Pilar,Vila Gilda,Apartamento,8335
37,1,0,Rua João Manuel,Chácara Califórnia,Apartamento,1790
40,1,1,Rua Washington Luís,Centro Histórico de São Paulo,Apartamento,2650
31,1,0,Avenida Leôncio de Magalhães,Jardim São Paulo,Studio e kitnet,2412
52,2,1,"R. Bonnard, 2- Alphaville Empresarial, Barueri - Sp, 06414, Brasil",Alphaville Empresarial,Apartamento,3739
45,2,0,Avenida João Paulo da Silva,Vila da Paz,Apartamento,2647
31,1,0,Rua Anhaia,Bom Retiro,Studio e kitnet,4071
52,1,0,Rua Antônio Tavares,Aclimação,Apartamento,2577
40,1,1,Alameda Jaú,Jardim Paulista,Studio e kitnet,5327
110,2,2,Rua Bica de Pedra,Vila Anglo Brasileira,Casa,3651
92,2,0,Alameda Santos,Cerqueira César,Apartamento,4627
80,2,0,Rua Aguaçaí,Pari,Casa,2722
30,2,0,Rua Itararé,Bela Vista,Apartamento,1898
41,2,1,Rua Coelho Barradas,Parque da Vila Prudente,Apartamento,3246
90,2,2,Rua Halionore,Vila Prudente,Casa,2830
229,3,2,Rua Caramuru,Saúde,Casa,4428
98,3,2,Rua Princesa Isabel,Vila Guiomar,Apartamento,2499
138,4,4,Rua Azevedo Soares,Vila Gomes Cardim,Apartamento,7556
97,3,2,Rua Capitão Otávio Machado,Chácara Santo Antônio (zona Sul),Apartamento,5229
68,3,1,Rua Valson Lopes,Vila Butantã,Apartamento,3305
37,2,0,Rua Lagoa do Campelo,Itaquera,Apartamento,1647
350,4,2,Rua Jorge Chammas,Vila Mariana,Casa,6893
156,3,2,Rua Assungui,Vila Gumercindo,Casa,5681
80,2,2,Rua Ana Demerson,Vila Mariana,Casa,3613
67,3,2,Rua Horácio Alves da Costa,Jardim Nosso Lar,Apartamento,4774
26,1,0,Rua Doutor Cesário Mota Júnior,Vila Buarque,Studio e kitnet,2710
50,1,0,Rua Alberto José da Mota,Vila Sao Luiz (valparaizo),Casa,1047
63,1,1,Rua Dias da Silva,Vila Maria Baixa,Apartamento,4867
73,2,1,Rua Iguatemi,Itaim Bibi,Apartamento,4991
43,1,1,Avenida Portugal,Centro,Apartamento,3894
42,1,1,Rua Brigadeiro Tobias,Centro Histórico de São Paulo,Apartamento,2476
65,1,0,Rua Vergueiro,Vila Firmiano Pinto,Apartamento,1787
96,3,1,Alameda Grajaú,Alphaville Industrial,Apartamento,4035
57,1,1,Rua Vieira de Morais,Campo Belo,Apartamento,5198
65,2,1,Rua Nebraska,Brooklin Novo,Apartamento,4692
125,2,4,Rua Manuel Simões de Medeiros,Vila Paulo Silas,Casa,2782
300,4,6,Rua Jaguarão,Cidade Vargas,Casa,6298
50,2,1,Rua Avinhao,Jardim das Maravilhas,Apartamento,1606
35,2,0,Rua Amaral Gurgel,Vila Buarque,Apartamento,2308
50,2,1,"Rua Fortunato Ferraz, 320 - Vila Anastácio, São Paulo - Sp, 05093-000, Brasil",Vila Anastácio,Apartamento,3148
38,2,1,Rua Jubair Celestino,Presidente Altino,Apartamento,2892
33,1,0,Avenida Cupecê,Jardim Prudência,Apartamento,1359
49,2,1,Rua Atuaí,Vila Esperança,Apartamento,2860
40,2,0,Rua Cavour,Vila Prudente,Apartamento,2121
60,2,1,Av. Gen. Valdomiro de Lima,Jabaquara,Apartamento,2879
94,2,3,Rua Cecilia,Vila Esperança,Casa,2762
420,4,2,Rua das Jabuticabeiras,Cidade Jardim,Casa,20380
91,2,2,Avenida dos Imarés,Moema,Apartamento,8331
59,2,1,Rua Eugênio Lorenzetti,Jardim Iris,Apartamento,3434
48,1,1,Rua Araguari,Moema,Apartamento,5568
50,2,1,Rua Vicente Alves da Silva,Jardim Roberto,Apartamento,3022
65,2,1,Rua Doutor Elias Chaves,Campos Elíseos,Apartamento,3223
38,1,1,Rua Ouro Branco,Jardim Paulista,Apartamento,3249
36,2,1,Rua São Quirino,Vila Guilherme,Apartamento,2243
43,1,0,Avenida Mariana Caligiori Ronchetti,Jardim Peri,Casa,684
85,2,1,Rua Sebastião Paes,Campo Belo,Apartamento,4192
44,1,1,Avenida Portugal,Jardim Bela Vista,Apartamento,4854
42,1,1,Rua Fiandeiras,Vila Olímpia,Apartamento,4056
96,2,2,Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,Apartamento,6086
50,1,1,Avenida Raimundo Pereira de Magalhães,Jardim Íris,Apartamento,3161
37,1,0,Rua Pérsia,Parque das Nações,Apartamento,985
65,2,1,Rua João Agostinho,Vila Paulistania,Casa,1460
35,1,0,Rua Bela Cintra,Consolação,Apartamento,3824
70,1,1,Rua Ouvidor Peleja,Vila Mariana,Casa,2290
86,2,2,Rua Dom Estevão Pimentel,Chácara Belenzinho,Casa em condomínio,2720
28,1,1,Rua da Consolação,Cerqueira César,Studio e kitnet,3255
30,1,0,Rua Cunha Horta,Consolação,Apartamento,1695
42,1,0,Avenida Cásper Líbero,Centro,Studio e kitnet,2194
33,1,0,Rua Aurora,Santa Efigênia,Studio e kitnet,1339
152,3,2,Rua Princesa Isabel,Brooklin Paulista,Apartamento,9774
250,4,5,Rua Luís de França Júnior,Vila Nova Caledonia,Casa em condomínio,13210
102,2,0,Rua São João Batista,Cambuci,Apartamento,2221
64,2,1,Rua Dom Constantino Barradas,Vila Gumercindo,Apartamento,4130
61,1,2,Alameda Itapecuru,Alphaville Centro Industrial E Empresarial/alphaville.,Apartamento,3619
51,2,1,Rua das Palmeiras,Gopoúva,Apartamento,1657
44,2,1,Avenida Curió,Campanário,Apartamento,2266
40,1,0,Viaduto Dona Paulina,Centro Histórico de São Paulo,Studio e kitnet,1843
59,2,1,Rua Campos Vergueiro,Vila Anastácio,Apartamento,3538
300,3,5,Rua General Calado,Vila Regente Feijó,Casa,6521
77,3,2,Avenida Tucunaré,Tamboré,Apartamento,3102
378,6,3,Avenida Inácio Cunha Leme,Jardim Ipanema (zona Sul),Casa,12350
58,2,1,Rua Aristides Jofre,Casa Verde Alta,Apartamento,1942
280,3,3,Rua França Carvalho,Alto da Mooca,Casa,7906
230,4,4,Rua Tapuitinga,Vila Mafra,Casa,5745
156,2,1,Rua Laudelino Vieira de Campos,Jardim Felicidade (zona Oeste),Casa,4864
119,3,1,Rua Bela Cintra,Consolação,Apartamento,13300
375,4,4,Rua José Oscar Abreu Sampaio,Jardim Anália Franco,Apartamento,19260
85,2,1,Rua Sepetiba,Siciliano,Casa em condomínio,4161
20,1,0,Rua Canindezinho,Jardim das Vertentes,Studio e kitnet,1008
20,1,0,Rua Dom Sebastião do Rego,Vila Gumercindo,Casa,1147
36,1,1,Rua Visconde de Parnaíba,Brás,Apartamento,2754
43,1,1,Rua Doutor Veiga Filho,Santa Cecilia,Apartamento,3298
119,3,0,Rua Paes de Andrade,Aclimação,Casa,3958
87,1,2,Rua Padre Lebret,Jardim Leonor,Apartamento,6010
15,1,0,Rua Rodrigo Vieira,Jardim Vila Mariana,Studio e kitnet,1232
49,2,1,Rua Arnaldo Cintra,Vila Moreira,Apartamento,2636
60,1,1,Rua Jaíba,Vila Nair,Apartamento,1633
100,3,2,Rua Sincorá,Jardim Umuarama,Apartamento,4504
55,2,0,Rua Oscar Freire,Cerqueira César,Apartamento,5097
43,1,0,Rua Alaor Bronzone,Jardim Casablanca,Apartamento,1360
40,1,0,Rua Doutor Artur Zapponi,Parque Sao Luis,Studio e kitnet,1235
45,1,1,Rua Augusto dos Anjos,Melville Empresarial I E Ii,Apartamento,4046
178,3,2,Rua Cláudio Mendonça,Parque Jabaquara,Casa,3297
26,1,0,Rua Dutra Rodrigues,Luz,Apartamento,1656
50,1,0,Avenida Francisco Vieira Bueno,Vila Primavera,Casa,922
62,1,2,Rua Henrique Sertório,Tatuapé,Studio e kitnet,3740
27,1,0,Rua Vinte E Oito de Setembro,Vila Dom Pedro I,Apartamento,2681
45,2,0,Avenida Doutor Bernardino Brito Fonseca de Carvalho,Vila Talarico,Apartamento,1722
34,1,0,Rua Doutor Almeida Lima,Mooca,Apartamento,2352
100,3,3,Rua João Francisco de Moura,Campo Grande,Casa,2815
80,2,1,Rua Ibitirama,Vila Prudente,Apartamento,1814
240,3,3,Rua Correia de Almeida,Jabaquara,Casa,5457
183,4,4,Rua José Justino Pereira,Água Fria,Casa,5512
39,1,0,Avenida Duque de Caxias,Campos Elíseos,Studio e kitnet,2390
54,2,1,Avenida Professor Sylla Mattos,Jardim Santa Cruz (sacomã),Apartamento,1859
102,3,2,Rua José Pereira de Carvalho,Vila Lageado,Apartamento,6332
70,2,0,Rua José Zappi,Vila Prudente,Casa,2265
36,2,0,Rua Clementine Brenne,Morumbi,Apartamento,2055
60,1,0,Rua Francisco Pedro do Amaral,Jaguaré,Casa,1325
58,2,1,Rua Cidade Lion,Jardim Anny,Apartamento,2450
76,2,1,Rua Maracá,Vila Guarani (z Sul),Apartamento,5103
170,3,2,Alameda Mamoré,Alphaville Industrial,Apartamento,8169
81,3,1,Rua Augusto dos Anjos,Melville Empresarial Ii,Apartamento,6038
40,2,0,Avenida Engenheiro Heitor Antônio Eiras Garcia,Jardim Esmeralda,Apartamento,1958
76,1,2,Avenida José Galante,Vila Suzana,Apartamento,9086
57,2,2,Rua Salvador Caruso,Vila Ipojuca,Apartamento,3809
24,1,0,Rua Vilar de Figos,Vila Nova das Belezas,Apartamento,1637
85,2,0,Rua Orfanato,Vila Prudente,Apartamento,2175
110,2,0,Largo do Paissandu,Centro,Apartamento,2533
52,1,0,Rua Paulo Martinez,Jardim Seckler,Apartamento,1093
40,2,0,Rua Doutor Bento Teobaldo Ferraz,Várzea da Barra Funda,Apartamento,2782
55,2,1,Avenida Itaboraí,Bosque da Saúde,Apartamento,3396
220,4,4,Avenida José Galante,Vila Andrade,Apartamento,11800
40,1,0,Rua dos Andradas,Santa Ifigênia,Studio e kitnet,1354
59,2,1,Rua Balsa,Freguesia do Ó,Apartamento,3335
370,4,5,Rua Conde de Porto Alegre,Campo Belo,Casa,17160
60,2,1,Rua Barros Sobrinho,Vila Ema,Apartamento,3898
29,1,1,Rua Renascença,Vila Congonhas,Apartamento,4276
100,3,2,Rua Ministro Jesuíno Cardoso,Chácara Itaim,Casa em condomínio,7908
124,2,1,Rua Caruso,Vila Alpina,Casa,2666
48,1,1,Avenida Aratãs,Indianópolis,Apartamento,2830
35,1,1,Rua Serra de Bragança,Vila Gomes Cardim,Studio e kitnet,3151
30,1,0,Rua dos Povoadores,Vila Antonina,Apartamento,1608
360,3,3,Avenida Radialista Manoel de Nóbrega,Adalgisa,Casa,5924
50,2,1,Rua Tomé Portes,Vila Dom Pedro Ii,Apartamento,5300
25,1,0,Rua Luiz Antônio Gonçalves,Vila Campanela,Studio e kitnet,1248
37,1,0,Rua Mossoró,Vila Nova,Casa em condomínio,938
12,1,2,Rua Cândido Lacerda,Vila Regente Feijó,Apartamento,9499
328,3,4,Rua Conselheiro Moreira de Barros,Santana,Apartamento,14560
34,2,0,Rua Ulisses Cruz,Tatuapé,Apartamento,2246
41,1,1,Rua Maria Zélia,Piqueri,Casa,1624
75,1,1,Rua Brasília,Rudge Ramos,Casa,1112
60,2,0,Avenida das Cerejeiras,Jardim Japao,Apartamento,1950
65,2,0,Rua Leôncio de Carvalho,Paraíso,Apartamento,3484
37,1,0,Rua Amandaú,Parada Inglesa,Apartamento,2916
34,1,0,Rua Alméria,Vila Granada,Apartamento,1386
109,1,1,Rua da Consolação,Cerqueira César,Apartamento,8595
39,2,0,Rua Engenheiro Américo da Graça Martins,Jardim Monte Azul,Apartamento,1999
67,2,2,Rua Croata,Lapa,Apartamento,6694
40,1,1,Rua Martim Afonso,Belenzinho,Apartamento,2220
49,1,1,Rua Major Quedinho,Centro,Apartamento,4887
153,3,0,Rua Martins Fontes,Centro,Apartamento,5006
55,1,0,Rua Doutor César,Santana,Apartamento,2035
42,1,0,Avenida Washington Luís,Santo Amaro,Apartamento,1950
55,1,0,Travessa Nossa Senhora das Neves,Vila Gustavo,Casa,1595
30,1,0,Rua Conselheiro Furtado,Liberdade,Studio e kitnet,2682
40,2,0,Avenida Júlio Buono,Vila Gustavo,Apartamento,1762
47,1,0,Rua Álvaro de Carvalho,Centro Histórico de São Paulo,Apartamento,4171
49,2,1,Avenida Benjamin Harris Hunnicutt,Portal dos Gramados,Apartamento,2338
41,1,0,Rua Martinho Prado,Bela Vista,Apartamento,1929
26,1,0,Travessa Gaspar Brebos,Vila Pereira Barreto,Casa,990
26,1,0,Rua Rego Freitas,República,Apartamento,2105
40,1,1,Rua Barralhara,Cidade Antônio Estevão de Carvalho,Casa,1502
136,1,1,Alameda Joaquim Eugênio de Lima,Jardim Paulista,Apartamento,8898
100,1,1,Rua Osiris Magalhães de Almeida,Jardim Londrina,Casa,2686
50,1,1,Rua Guarará,Jardim Paulista,Apartamento,6739
125,3,1,Alameda Franca,Jardim Paulista,Apartamento,8059
83,2,1,Rua Aurélia,Vila Romana,Apartamento,5061
57,2,0,Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,Apartamento,3505
54,1,0,Rua Adolfo Schnabel,Vila Ema,Apartamento,1962
26,1,0,Rua Artur Prado,Bela Vista,Studio e kitnet,3600
47,0,1,Rua Adalberto Kemeny,Parque Industrial Tomas Edson,Apartamento,3190
164,2,2,Rua Paulo Orozimbo,Cambuci,Apartamento,6664
41,1,1,Rua Clemente Pereira,Ipiranga,Apartamento,2798
45,2,1,Rua Padre Manuel Bernardes,Vila Nova Manchester,Apartamento,2602
40,2,0,Rua Sousa Rocha,Chácara Belenzinho,Apartamento,1447
189,4,2,Rua Cambuci do Vale,Cidade Dutra,Apartamento,10580
90,4,2,Rua Visconde de Itaboraí,Vila Azevedo,Apartamento,6985
82,1,2,Alameda Tietê,Cerqueira César,Studio e kitnet,10720
57,2,2,Rua Edward Joseph,Vila Suzana,Apartamento,2159
130,2,2,Rua Maria Pais de Barros,Vila Marari,Casa,2924
73,2,1,Rua Conde de São Joaquim,Bela Vista,Apartamento,3142
25,1,0,Rua Carlos Petit,Vila Mariana,Studio e kitnet,3058
43,1,1,Rua Alves Guimarães,Pinheiros,Apartamento,4865
302,4,3,Rua das Flechas,Vila Santa Catarina,Casa,7423
44,2,1,Estrada das Violetas,Santa Maria,Apartamento,1383
30,1,1,Rua Martiniano de Carvalho,Bela Vista,Apartamento,3161
30,1,0,Avenida Jabaquara,Mirandópolis,Studio e kitnet,3534
42,1,1,Rua Henrique Fausto Lancellotti,Nova Piraju,Apartamento,5242
32,1,1,Alameda Eduardo Prado,Campos Elíseos,Apartamento,1952
40,2,0,Rua Tomé de Lara,Tucuruvi,Apartamento,2284
70,2,0,Rua Bom Sucesso,Cidade Mãe do Céu,Casa,2301
83,2,2,Rua Tebas,Jardim Brasil (zona Sul),Apartamento,7246
44,2,1,Rua Francisco Rossano,Sítio da Figueira,Apartamento,1958
72,2,1,Rua Conde Prates,Parque da Mooca,Apartamento,4012
146,3,2,Rua Francisco Preto,Vila Morse,Apartamento,7262
92,3,0,Rua Doutor José de Queirós Aranha,Vila Mariana,Apartamento,5079
50,2,0,Avenida Nove de Julho,Bela Vista,Apartamento,2018
47,2,1,Rua Guirá-acangatara,Jardim São Francisco (zona Leste),Apartamento,2189
101,2,0,Rua País Natal,Jardim Filhos da Terra,Apartamento,7987
380,4,4,Rua Jacatirão,Santo Amaro,Casa,12130
60,2,1,Rua Cidade de Bagdá,Vila Mira,Apartamento,2193
65,2,1,Rua Salvador Tolezano,Parque Mandaqui,Apartamento,2183
53,2,0,Rua José Bernardo Pinto,Vila Guilherme,Apartamento,1547
54,1,1,Rua Bandeira Paulista,Itaim Bibi,Apartamento,5611
47,1,1,Avenida Padre Lebret,Jardim Leonor,Apartamento,5152
170,4,3,Avenida Washington Luís,Santo Amaro,Apartamento,7937
27,1,0,Avenida Piassanguaba,Planalto Paulista,Casa,1343
179,3,2,Largo Senador Raul Cardoso,Vila Mariana,Apartamento,10990
25,1,0,Marcelo Muller,Jardim Independência,Studio e kitnet,779
212,3,2,Avenida Pau Brasil,Cidade das Flores,Casa,6107
47,2,1,Rua Jucuruçu,Parada Xv de Novembro,Apartamento,1414
60,2,0,Avenida Moaci,Planalto Paulista,Casa,2747
39,2,1,Rua Ribeirão Branco,Vila Bertioga,Apartamento,2823
30,1,0,Rua Major Quedinho,Centro,Studio e kitnet,2319
157,3,2,Rua São Benedito,Santo Amaro,Apartamento,6306
220,3,3,Rua General Calado,Vila Regente Feijó,Apartamento,7618
130,3,2,Rua Alexandre Rider,Jardim Raposo Tavares,Casa,3311
25,1,1,Rua Barata Ribeiro,Bela Vista,Apartamento,2282
42,1,0,Rua Doutor Falcão Filho,Centro Histórico de São Paulo,Apartamento,1538
130,6,3,Rua Antônio Pinto do Rêgo Freitas,Jardim Boa Vista (zona Oeste),Studio e kitnet,3200
106,2,1,Rua Treze de Maio,Bela Vista,Apartamento,11470
50,2,1,Rua Alexandre Rapin,Jardim Sao Saverio,Apartamento,1770
58,2,1,Rua Mercedes Salano Castineiras,Jardim Patente Novo,Apartamento,2459
90,2,2,Rua Mateus García,Vila Irmãos Arnoni,Casa em condomínio,2827
151,2,0,Rua Caminha de Amorim,Alto de Pinheiros,Casa,16140
34,2,0,Rua Antônio Gomes Ferreira,Parque Fongaro,Studio e kitnet,1360
30,1,0,Rua Bartira,Perdizes,Studio e kitnet,3765
50,2,1,Rua Almirante Brasil,Mooca,Apartamento,2424
380,4,2,Rua Moxei,Lapa de Baixo,Casa,3800
37,1,1,Rua Casa do Ator,Vila Olímpia,Studio e kitnet,4620
42,1,1,Avenida Vereador José Diniz,Santo Amaro,Apartamento,4101
370,3,3,Rua Coronel João Gabi,Jabaquara,Casa,7581
100,3,3,Avenida Coronel Sezefredo Fagundes,Tucuruvi,Apartamento,2581
150,3,1,Alameda Franca,Jardim Paulista,Apartamento,11310
197,2,3,Rua Afonso Célso Figueiredo,Jardim Montreal,Casa,3898
56,2,1,Rua Vergueiro,Vila Firmiano Pinto,Apartamento,2552
45,1,0,Rua Bandeira Paulista,Itaim Bibi,Apartamento,7584
49,1,0,Rua Tília,Jardim das Flores,Casa,974
26,1,0,Avenida Professor Ascendino Reis,Vila Clementino,Studio e kitnet,3366
60,2,1,Rua Nhu-guaçu,Nova Piraju,Apartamento,9157
35,1,0,Rua José Henrique,Vila Guilherme,Apartamento,1237
74,3,2,Avenida João Peixoto Viegas,Vila Constancia,Apartamento,3829
29,1,0,Rua Coronel Joaquim Antônio Dias,Tatuapé,Studio e kitnet,2208
26,1,0,Rua Adolfo Schnabel,Vila Ema,Apartamento,1488
80,2,0,Rua Doutor Seng,Bela Vista,Apartamento,3690
50,1,1,Rua Diogo Jácome,Vila Nova Conceição,Studio e kitnet,6681
49,2,1,Avenida Rio de Janeiro,Vila Bremen,Apartamento,1614
46,2,0,Rua Monsenhor Francisco de Paula,Vila Aricanduva,Apartamento,1928
34,1,0,Avenida Onze de Junho,Vila Clementino,Apartamento,2787
34,1,0,Rua Major Quedinho,Bela Vista,Studio e kitnet,2035
68,1,1,Avenida Nove de Julho,Bela Vista,Apartamento,2443
44,2,1,Rua Clodomiro de Oliveira,Parque Reboucas,Apartamento,3985
30,1,0,Rua Valdir Niemeyer,Sumaré,Studio e kitnet,5176
91,2,0,Rua da Consolação,Cerqueira César,Apartamento,5050
48,2,0,Rua Elza Guimarães,Vila Amália (zona Norte),Apartamento,1542
34,2,0,Rua Pires de Campos,Alto da Mooca,Apartamento,2334
52,2,1,Rua Martiniano de Carvalho,Bela Vista,Apartamento,5118
47,2,1,Rua Franklin do Amaral,Vila Nova Cachoeirinha,Apartamento,2765
38,2,0,Rua João Alfredo,Santo Amaro,Apartamento,2547
45,1,0,Avenida Rubens Fraga de Toledo Arruda,Engenheiro Goulart,Casa,1251
37,1,0,Rua Janguruçu,Parque da Mooca,Studio e kitnet,2318
112,2,1,Rua Manuel da Nóbrega,Paraíso,Apartamento,7656
38,1,0,Avenida Brigadeiro Luís Antônio,Bela Vista,Apartamento,1736
58,2,1,Avenida Cerejeiras,Jardim Japão,Apartamento,2571
195,4,1,Passagem Francisco Gomes de Morães,Vila Yolanda,Casa,2393
40,1,0,Rua Bueno de Andrade,Aclimação,Apartamento,2168
55,2,1,Rua Engenheiro José Bueno Bicalho,Jardim Vergueiro (sacomã),Apartamento,2204
44,2,1,Rua Doutor Fleury Silveira,Vila Santa Maria,Apartamento,2232
60,1,0,Rua Cajaíba,Vila Pompéia,Apartamento,2447
110,3,1,Rua Professora Jessie Martins Valdrigue,Jardim Oriental,Casa,3075
120,3,0,Rua Amarais,Vila Carrão,Casa,2744
100,2,2,Avenida José Galante,Vila Suzana,Apartamento,5401
90,3,2,Avenida dos Eucaliptos,Indianópolis,Apartamento,8302
54,1,1,Travessa Carlos Ramirez,Vila Água Funda,Casa,1563
75,2,2,Rua da Fonte,Jardim Bela Vista,Apartamento,3316
86,1,1,Avenida Ômega,Empresarial 18 do Forte,Apartamento,10150
19,1,0,Rua Barata Ribeiro,Bela Vista,Studio e kitnet,4654
40,1,1,Rua Baía Grande,Vila Bela,Casa,1177
100,2,0,Rua Izabel de Oliveira,Piqueri,Casa,1851
75,2,1,Avenida Elísio Teixeira Leite,Vila Brasilândia,Casa,2545
41,1,0,Rua dos Estudantes,Liberdade,Studio e kitnet,2118
25,1,0,Rua Ulisses Cruz,Tatuapé,Studio e kitnet,2286
33,1,0,Rua Ibitirama,Vila Prudente,Studio e kitnet,2612
72,2,1,Rua Cayowaá,Perdizes,Apartamento,5964
44,1,1,Rua Bartolomeu de Gusmão,Vila Mariana,Apartamento,2906
70,2,1,Avenida Conceição,Carandiru,Apartamento,5266
38,2,1,Rua Dona Vicentina Alegretti,Penha de França,Apartamento,1541
70,2,1,Avenida Mofarrej,Vila Leopoldina,Apartamento,4190
385,4,6,Alameda das Tulípas,Residencial Cinco (alphaville),Apartamento,15380
62,2,1,Avenida Jabaquara,Mirandópolis,Apartamento,5891
239,4,2,Rua Pedro Inácio Araujo,Vila São Silvestre,Casa em condomínio,5631
45,1,1,Rua Visconde Parnaíba,Brás,Apartamento,2831
67,1,1,Rua Visconde da Luz,Vila Nova Conceição,Apartamento,7391
124,2,1,Rua Doutor Jesuíno Maciel,Campo Belo,Apartamento,4719
