address,district,area,bedrooms,garage,type,rent,total
Rua Barão de Iguape,Liberdade,29,1,0,Studio e kitnet,1600,1967
Avenida dos Ourives,Jardim Sao Saverio,43,2,0,Apartamento,1300,1700
Rua Tamarataca,Mooca,181,3,3,Apartamento,4500,7848
Avenida Guarapiranga,Jardim das Flores,51,2,1,Apartamento,2920,3545
Rua Santo Amaro,Bela Vista,40,1,0,Apartamento,1626,2134
Rua dos Trilhos,Mooca,90,2,0,Apartamento,2450,2482
Rua Visconde de Parnaíba,Mooca,38,2,0,Apartamento,2900,3452
Rua Brigadeiro Tobias,Centro Histórico de São Paulo,55,1,1,Apartamento,2650,3241
Rua Paulo Lício Rizzo,Centro,109,3,2,Apartamento,3000,4524
Rua Canário,Moema,42,1,1,Apartamento,2987,3689
Rua Manuel Gadelho,Vila Centenário,140,3,2,Casa,3500,3648
Rua Paulo Izzo,Jardim Alzira,95,3,2,Casa,3200,3562
Avenida Menotti Laudisio,Jardim Cidade Pirituba,26,1,1,Studio e kitnet,1400,1734
Avenida Onze de Junho,Vila Clementino,40,1,1,Apartamento,1850,2506
Rua Delegado Everton,Bela Vista,32,1,1,Apartamento,1600,2482
Rua Tamandaré,Liberdade,35,1,0,Apartamento,1100,1720
Rua Bagé,Vila Mariana,110,3,1,Apartamento,6500,7880
Rua Asdrúbal do Nascimento,Bela Vista,55,1,0,Apartamento,1260,1992
Rua Doutor Chibata Miyakoshi,Paraíso do Morumbi,57,1,2,Apartamento,2500,3653
Rua Doutor Teodoro Quartim Barbosa,Vila São Francisco,55,2,1,Apartamento,3000,3669
Rua Severino Soares,Vila Nova Mazzei,30,1,0,Apartamento,780,810
Rua Arapá,Vila Santa Catarina,38,1,1,Apartamento,1980,2739
Rua General Argolo,Vila Invernada,46,1,0,Studio e kitnet,1400,1503
Rua Diogo de Oliveira,Sítio do Morro,50,2,0,Apartamento,1590,1852
Rua Aurora,Santa Ifigênia,28,1,0,Studio e kitnet,2100,2717
Rua Arisugawa,Jardim Japao,80,2,1,Casa,2070,2158
Rua do Córrego,Vila Carrão,47,2,0,Apartamento,2200,2451
Rua Pascoa Campi,Anchieta,140,3,1,Casa,3000,3217
Avenida Ministro Petrônio Portela,Vila Amélia,60,2,1,Apartamento,1400,2064
Avenida Ômega,Empresarial 18 do Forte,42,1,1,Studio e kitnet,3600,4170
Rua Assano,Jardim Japão,65,1,0,Casa em condomínio,880,967
Avenida Marcos Penteado de Ulhôa Rodrigues,Tamboré,51,1,1,Studio e kitnet,6300,7406
Avenida Interlagos,Interlagos,150,3,2,Casa,3280,3626
Rua Francisco Pereira,Vila Galvão,56,2,1,Apartamento,2100,2624
Rua Antonio de Aguiar,Jardim Oriental,160,3,3,Casa,5525,5960
Rua Cubatão,Vila Mariana,25,1,0,Studio e kitnet,4350,4906
Rua Elias da Costa,Vila Carolina,170,3,2,Casa,2700,2914
Rua Apinajés,Perdizes,68,3,1,Apartamento,4750,6058
Rua Araguaia,Vila Curuca,64,2,1,Apartamento,3600,4459
Avenida Duque de Caxias,Campos Elíseos,35,1,0,Studio e kitnet,900,1376
Rua Ângelo Pereira,Vila Talarico,40,1,0,Casa,1200,1344
Rua Ibaiti,Vila Mafra,200,3,1,Casa,2520,2707
Rua Fernão Marques,Vila Graciosa,47,1,0,Casa,980,1186
Rua Alméria,Vila Granada,38,1,0,Apartamento,1480,1757
Avenida Santo Amaro,Vila Nova Conceição,91,3,1,Apartamento,3090,4274
Avenida Jandira,Indianópolis,72,2,2,Apartamento,7000,7953
Rua Otacílio de Albuquerque,Vila Maria Alta,40,1,1,Casa,890,992
Avenida Nossa Senhora da Assunção,Vila Butantã,20,1,0,Studio e kitnet,1300,1390
Rua Frei Caneca,Consolação,18,1,0,Studio e kitnet,2350,2962
Rua Professor Atílio Innocenti,Vila Nova Conceição,48,1,1,Apartamento,3733,5189
Praça Miguel Ortega,Parque Assunção,68,2,1,Apartamento,1700,2545
Rua Alberico Galvão Bueno,Vila Santo Estefano,180,2,2,Casa,2800,2919
Rua dos Jacintos,Mirandópolis,41,1,0,Apartamento,2800,3514
Avenida Valdemar Ferreira,Butantã,74,2,1,Apartamento,3000,4224
Rua Guido Bonici,Jardim Belém,49,2,1,Apartamento,1500,1995
Rua Doutor Cristiano de Sousa,Jardim Leonor,460,4,3,Casa,7500,8831
Rua das Ameixeiras,Conjunto Residencial Jardim Canaã,50,2,0,Casa,1000,1042
Avenida Moreira Guimarães,Indianópolis,58,2,1,Apartamento,1890,2998
Avenida Maestro Villa-lobos,Vila Gustavo,28,1,0,Apartamento,1500,1684
Avenida Mazzei,Vila Mazzei,56,3,1,Apartamento,2440,2902
Rua Leonardo Cerveira Varandas,Paraíso do Morumbi,132,3,2,Apartamento,7500,10220
Rua Doutor Olavo Egídio,Santana,60,2,1,Apartamento,3500,4463
Rua Brigadeiro Tobias,Centro,40,1,0,Apartamento,1224,1571
Rua Engenheiro Domício de L. Pacheco E Silva,Vila Campo Grande,172,3,4,Casa,3500,3841
Rua Doutor Erasmo Teixeira de Assunção,Jardim Leonor,345,4,4,Casa,7356,8996
Rua Dom Valentim,Jardim Colombo,70,2,3,Casa,2590,2723
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,60,1,1,Apartamento,2100,3626
Rua João Avelino Pinho Mellão,Fazenda Morumbi,145,4,3,Apartamento,3200,5528
Avenida José Galante,Vila Suzana,70,2,1,Apartamento,2220,3506
Rua Aurora,Santa Efigênia,26,1,0,Studio e kitnet,1200,1569
Rua Alexandre Teixeira,Vila Euthalia,98,3,2,Casa,2414,2516
Rua Maracanã-guaçu,Jardim São Francisco (zona Leste),46,2,1,Apartamento,1400,1743
Rua dos Estudantes,Sé,27,1,0,Studio e kitnet,2900,3393
"Santa Maria, Osasco - Sp, 06150-740, Brasil",Santa Maria,125,2,1,Casa em condomínio,3100,3252
Avenida Jabaquara,Mirandópolis,28,1,0,Studio e kitnet,3000,3642
Rua Bueno de Andrade,Aclimação,38,1,0,Apartamento,1850,2363
Rua Doutor Oscar Monteiro de Barros,Vila Suzana,75,3,2,Apartamento,2550,4111
Rua Helena Maria Vita Roso,Jardim das Vertentes,110,2,2,Casa,3500,3648
Rua Olegário de Oliveira,Vila Buenos Aires,70,2,1,Casa,1390,1449
Rua Bom Sucesso,Cidade Mãe do Céu,70,2,1,Casa,2500,2831
Rua da Esperança,Vila Medeiros,41,1,0,Apartamento,1650,2141
Rua Marechal Barbacena,Vila Regente Feijó,53,1,1,Apartamento,4100,4894
Rua Helena Zerrener,Liberdade,33,1,0,Studio e kitnet,1000,1388
Rua Silva Bueno,Ipiranga,60,1,0,Apartamento,1280,1865
Rua Ida Boschetti,Vila Medeiros,100,3,1,Casa,2370,2584
Avenida Maria José Vasconcellos Mankel,Vila Clarice,50,2,0,Casa,1300,1355
Rua Carlos Magalhães,Parque Reboucas,50,1,1,Apartamento,1500,2008
Avenida Ipiranga,Centro Histórico de São Paulo,118,2,0,Apartamento,3700,5034
Rua José Jardim da Silveira,Jardim Taquaral,50,1,0,Apartamento,1650,1671
Praça Alexandre Fleming,Mooca,90,3,2,Apartamento,2800,4130
Av Eng. Armando de Arruda Pereira,Vila do Encontro,44,1,1,Apartamento,1280,1863
Rua Francisca Miquelina,Bela Vista,27,1,0,Studio e kitnet,3500,4032
Rua Silvestre Vasconcelos Calmon,Vila Pedro Moreira,86,2,2,Apartamento,3000,3116
Rua Tobias Monteiro,Campo Belo,570,5,4,Casa,10000,10200
Travessa Geraldo Ferraz,Vila Santista,90,1,0,Casa,1680,1751
Rua Tuiuti,Tatuapé,165,3,3,Apartamento,9000,11310
Rua Sargento Osvaldo,Vila Zilda,52,2,1,Apartamento,2100,2888
Rua Canumá,Jardim dos Estados,365,3,4,Casa,15000,17120
Rua Avanhandava,Bela Vista,29,1,0,Studio e kitnet,2600,3206
"R. Dr. Almeida Lima, 835 - Mooca, São Paulo - Sp, 03164-000, Brasil",Mooca,30,1,0,Apartamento,3000,3416
Rua Padre Aníbal Difrância,Jardim Mangalot,156,2,3,Casa,2300,2445
Rua Edvard Carmilo,Jardim Celeste,42,2,1,Apartamento,2000,2677
Rua Domingos Antonio Ciccone,Chácara Santo Antônio (zona Sul),145,2,2,Casa,6410,7015
Rua Brigadeiro Gavião Peixoto,Lapa,365,5,3,Casa,9500,13290
Rua Severínia,Tatuapé,150,2,3,Casa,3750,3910
Rua Anhangüera,Barra Funda,50,1,1,Apartamento,3150,3926
Rua Jaboticabal,Vila Bertioga,85,3,2,Apartamento,5640,7122
Rua Antônio Bento,Jardim Paulista,200,4,3,Casa,11500,12720
Rua Marquês Olinda,Vila Dom Pedro I,81,3,2,Apartamento,2700,4268
Avenida Duque Caxias,Campos Elíseos,54,1,0,Apartamento,1900,2574
Rua Copacabana,Santa Teresinha,165,3,2,Apartamento,3100,5780
Rua Antônio Clemente,Jardim São Paulo(zona Norte),100,2,2,Casa em condomínio,2850,3176
Rua Bonnard,Alphaville,54,1,2,Apartamento,7300,7619
Rua Doutor Elias Chaves,Campos Elíseos,32,1,1,Apartamento,1581,2023
Rua Sócrates,Vila Sofia,147,5,3,Apartamento,4650,7634
Rua Brás de Arzão,Nova Piraju,194,3,3,Casa,5300,5467
Avenida Duque de Caxias,Campos Elíseos,30,1,0,Studio e kitnet,1300,1780
Rua Conde de Sarzedas,Sé,37,2,0,Apartamento,3000,3516
Viaduto Nove de Julho,Centro,41,1,0,Studio e kitnet,1500,1924
Rua Dr. Luiz Migliano,Jardim Vazani,70,2,0,Casa,3088,3285
Rua Palacete das Águias,Vila Alexandria,190,3,3,Casa,8000,8800
Rua do Lavapés,Cambuci,65,2,0,Apartamento,1550,2220
Rua Franklin Magalhães,Vila Santa Catarina,15,1,0,Casa,750,846
Avenida Nova Cantareira,Tucuruvi,53,2,1,Apartamento,1600,2746
Rua Doutor Guilherme Bannitz,Itaim Bibi,40,1,1,Apartamento,4900,5934
Rua Capote Valente,Pinheiros,58,2,1,Apartamento,2609,3510
Rua Tubarana,Vila Mariana,18,1,0,Studio e kitnet,2000,2026
Avenida Miguel Yunes,Usina Piratininga,72,3,2,Apartamento,3000,3847
Rua Professor José Horácio Meirelles Teixeira,Vila Suzana,160,4,3,Apartamento,12700,15920
Rua Teofrasto,Vila Olinda,234,3,6,Casa,4310,4493
Rua Lourdes Fernandes Grossmann,Vila Santo Estéfano,70,1,0,Casa,1400,1552
Rua Vinte E Três de Outubro,Ferreira,116,3,2,Casa,4500,4741
Rua Pintassilgo,Vila Uberabinha,50,1,1,Apartamento,2800,3480
Rua Bela Cintra,Consolação,85,1,1,Apartamento,3500,4798
Rua Cachoeiro de Itapemirim,Vila Matilde,43,2,1,Apartamento,2125,2427
Rua Marieta Xavier,Jardim de Lorenzo,60,3,1,Casa,1200,1476
Rua Joaquim Guarani,Jardim das Acácias,29,1,0,Studio e kitnet,3000,3672
Rua Augusta,Consolação,190,2,1,Apartamento,8000,11180
Rua Ribeirão Branco,Vila Bertioga,36,2,0,Apartamento,2430,2661
Rua Domingos Maza,Vila Boacava,30,1,0,Casa em condomínio,1000,1042
Avenida Rebouças,Pinheiros,90,3,1,Apartamento,4590,5832
Alameda Mamoré,Alphaville Industrial,30,1,1,Apartamento,2424,3162
Rua Floro de Oliveira,Jardim Adriana,70,2,2,Casa em condomínio,1500,1878
Alameda Barros,Santa Cecília,53,1,1,Apartamento,2038,2656
Estrada Itaquera Guaianazes,Itaquera,48,2,1,Apartamento,1200,1697
Rua Serra de Jairé,Quarta Parada,38,2,0,Apartamento,2800,3325
Rua Júlio de Menezes,Jardim da Gloria,54,1,1,Apartamento,2100,2459
Rua Maria José de Jesus Miranda,Vila Iório,120,2,4,Casa,2600,2710
Rua Bartolomeu de Torales,Vila Mazzei,38,1,1,Casa em condomínio,1850,2058
Rua Teotônio de Oliveira,Vila Santa Virginia,50,2,0,Apartamento,1450,1626
Rua Colômbia,Jardim America,52,2,1,Apartamento,2065,2941
Avenida Rudge,Bom Retiro,43,2,0,Apartamento,2999,3434
Rua Bagé,Vila Mariana,75,1,1,Apartamento,10000,11290
Rua Abagiba,Saúde,127,2,2,Casa,2700,2745
Rua João Crudo,Centro,78,2,0,Apartamento,2000,3058
Rua Alonso Calhamares,Vila Regente Feijó,100,3,2,Apartamento,6090,7777
Rua Bartira,Perdizes,32,1,0,Studio e kitnet,2800,3308
Rua Loureiro da Cruz,Aclimação,47,2,1,Apartamento,3200,4492
Rua Francisco Marengo,Tatuapé,57,1,0,Apartamento,1948,2482
Rua Luiz Grassmann,Jardim Mirante,30,1,0,Apartamento,1400,1734
Rua Manuel José de Almeida,Vila Cruz das Almas,273,3,6,Casa,4000,4462
Rua Coronel Rodovalho,Penha de França,70,2,1,Apartamento,1250,1977
Rua Ângelo Santi,Vila Friburgo,120,4,3,Casa,3385,3791
Rua Flávio de Melo,Vila Mariana,82,2,2,Apartamento,3700,5170
Rua Doutor Abelardo Vergueiro César,Vila Alexandria,98,3,2,Casa,3900,4166
Rua Brigadeiro Godinho dos Santos,Vila Pirituba,50,2,0,Apartamento,3330,4401
Rua Maracá,Jabaquara,90,2,1,Apartamento,2660,4012
Rua Banharão,Vila Formosa,33,2,0,Studio e kitnet,1317,1434
Rua Rio Preto,Vila Valparaíso,70,2,2,Apartamento,2700,3366
Rua Benedito Faber,Lajeado,52,2,1,Apartamento,2290,2869
Rua Doutor José de Queirós Aranha,Vila Mariana,58,2,1,Apartamento,2200,3065
Alameda Ribeirão Preto,Bela Vista,70,2,0,Apartamento,2750,3741
Rua Nanau,Água Fria,150,1,1,Casa,3350,3527
Rua Fiandeiras,Vila Olímpia,50,1,1,Apartamento,4100,4817
Rua Conselheiro Brotero,Santa Cecilia,260,2,2,Apartamento,6000,10110
Rua Antônio do Campo,Pedreira,92,2,2,Casa,2640,2985
R Nereu Rangel Pestana,Vila Parapuã,35,2,0,Apartamento,1100,1563
Rua Susana Leger,Jardim Arizona,80,2,2,Casa,2670,2715
Rua Visconde de Parnaíba,Brás,51,2,1,Apartamento,3500,4254
Avenida Santa Inês,Parque Mandaqui,51,2,1,Apartamento,1938,2715
Rua Josef Kryss,Parque Industrial Tomas Edson,46,2,0,Apartamento,3000,3596
Rua Isidoro Kauffman,Parque Residencial Julia,72,2,0,Casa,3200,3480
Rua Caetanópolis,Jaguaré,65,3,1,Apartamento,2200,2850
Rua Professor Augusto Mondin,Jardim Santa Cruz (campo Grande),90,2,1,Casa,1900,2021
Rua Doutor Antônio Bento,Santo Amaro,135,3,2,Apartamento,6000,7506
Avenida Duque de Caxias,Campos Elíseos,53,2,0,Apartamento,1680,2007
Rua Sargento José Spessoto,Vila Mariana,60,1,1,Casa,2100,2647
Rua das Grumixamas,Vila Parque Jabaquara,86,3,1,Apartamento,2900,3898
Rua Miguel Arcanjo de Oliveira,Parque Paineiras,41,2,0,Apartamento,1410,1624
Avenida Doutor Altino Arantes,Vila Clementino,96,3,1,Apartamento,4500,6059
"Vila Guarani, São Paulo - Sp, 04317-180, Brasil",Vila Guarani,56,2,1,Apartamento,2299,3092
Rua Costa Barros,Sítio Pinheirinho,52,2,1,Apartamento,1400,2043
Rua Jovina,Vila Mascote,60,2,1,Apartamento,2800,3808
"R. Girassol - Vila Madalena, São Paulo - Sp, Brasil",Vila Madalena,41,1,1,Apartamento,3900,4969
Alameda Lorena,Jardim Paulista,40,1,1,Apartamento,5100,6955
Rua Alvorada,Vila Olímpia,66,2,1,Apartamento,3800,5726
Rua Padre Raposo,Mooca,360,4,3,Apartamento,7680,12810
Rua Avanhandava,Bela Vista,70,1,0,Apartamento,3100,3657
Praça Ituzaingó,Vila Regente Feijó,290,3,2,Apartamento,5475,9452
Avenida Marcos Penteado de Ulhôa Rodrigues,Tamboré,49,1,1,Studio e kitnet,2950,3979
Avenida Doutor Ricardo Jafet,Ipiranga,80,3,1,Apartamento,2100,2991
Avenida Mário Lopes Leão,Santo Amaro,33,2,0,Apartamento,2400,2920
Rua Fernando Dondon,Tatuapé,24,1,0,Studio e kitnet,1600,1964
Avenida Curió,Jardim Campanario,46,2,1,Apartamento,1284,1816
Rua Muritiba,Vila Scarpelli,30,1,1,Casa,920,1068
Rua Caetanos,Vila Regente Feijó,160,3,3,Apartamento,15000,17470
Praça Silveiras,Vila Paulicéia,120,2,2,Apartamento,6700,7924
Rua das Imbiras,Vila Mazzei,40,1,0,Casa,1140,1248
Rua Frederico Abranches,Vila Buarque,36,1,1,Apartamento,1746,2283
Rua Alexandre Bening,Jardim Inga,55,1,0,Casa,600,671
Rua Lauro Muller,Vila Palmares,37,1,0,Apartamento,750,839
R. Agulha,Vila Libanesa,362,3,0,Casa,5170,7212
Rua Vicenza,Vila Dom Pedro Ii,59,2,1,Apartamento,8000,8839
Alameda dos Anapurus,Indianópolis,32,1,1,Studio e kitnet,5000,6943
Rua Coronel Homero da Silveira,Parque Peruche,70,1,1,Casa,1500,1655
Rua Alexandre Benois,Vila Andrade,65,3,1,Apartamento,2800,3579
Rua Xavier Gouveia,Parque Colonial,154,3,3,Apartamento,13500,16280
Rua Doutor Argemiro Couto de Barros,Chácara Inglesa,69,1,0,Casa,1500,1563
Rua Marquesa de Santos,Vila Dom Pedro I,41,1,2,Apartamento,2600,3425
Passagem João Batista de Araújo,Bonfim,102,2,2,Casa,3100,3389
Avenida Alcântara Machado,Brás,80,2,0,Apartamento,1500,1835
Rua São Miguel,Vila Alpina,121,3,1,Casa,3900,4111
Rua Jorge Tibiriçá,Vila Mariana,37,1,1,Apartamento,4300,4871
Rua Campevas,Perdizes,119,3,2,Apartamento,6000,8785
Rua Itaici,Santa Teresinha,70,3,1,Apartamento,2600,3383
Rua Ibiaporã,Cursino,70,2,1,Casa,2000,2034
Rua Gabus Mendes,República,96,2,0,Apartamento,2600,3489
Rua Caquito,Vila Sao Geraldo,50,2,0,Casa,1360,1597
Avenida Dona Helena Pereira de Moraes,Parque do Morumbi,220,2,0,Apartamento,11250,16620
Rua Soldado José Fernandes da Silva,Jardim Japão,63,3,1,Apartamento,3200,4023
Rua José Maria Lisboa,Jardim Paulista,159,3,1,Apartamento,14280,16620
Rua José Dias da Costa,Morumbi,64,2,1,Apartamento,1300,1950
Rua Doutor Francisco Malta Cardoso,Jardim Cordeiro,400,3,4,Casa,11250,16670
Avenida Ceci,Planalto Paulista,327,3,5,Casa,10000,10750
Rua Achiles Belline,Padroeira,48,2,1,Apartamento,1600,2352
Rua Vinte E Quatro de Dezembro,Vila Dom Pedro Ii,55,2,0,Apartamento,3200,3843
Rua Catarina Vieira,Vila Dalila,44,1,0,Apartamento,2300,2559
Rua Corypheu de Azevedo Marques,Jardim Paraventi,100,2,0,Casa,1365,1423
Rua Professor Athanassof,Cidade Patriarca,42,2,0,Apartamento,1410,1544
Rua Queriri,Chácara Califórnia,75,3,1,Apartamento,2800,3066
Travessa Limoeiro,Água Fria,50,1,1,Casa,1000,1042
Rua Vergueiro,Vila Mariana,28,1,1,Apartamento,3700,4148
Rua 17 de Janeiro,Panamby,34,1,0,Studio e kitnet,1780,2149
Rua Sarandira,Jaguaré,12,1,0,Casa,1070,1181
Rua Piraçununga,Vila Bertioga,64,3,2,Apartamento,2600,3565
Rua Professor Lúcio Martins Rodrigues,Jardim Leonor,200,3,3,Apartamento,9000,12280
Rua Arapá,Vila Mascote,125,3,3,Apartamento,5100,7317
Rua Virginópolis,Sacomã,80,2,1,Casa,2426,2529
Avenida Sanatório,Jardim Modelo,30,1,0,Casa,998,1080
Rua Antônio Peres Paniágua,São Pedro,46,2,1,Apartamento,1000,1402
Rua Ascânio,Chácara Mafalda,80,2,0,Casa,1550,1646
Avenida Doutor Francisco Mesquita,Quinta da Paineira,35,1,0,Apartamento,2300,2639
Rua Abadiânia,Vila Guilhermina,31,1,0,Apartamento,1098,1367
Rua Elías Mussa Fajuri,Rio Pequeno,54,2,0,Apartamento,1200,1467
Rua Santa Teresa de Jesus,Vila Santa Terezinha (zona Norte),50,2,0,Apartamento,1358,1493
Avenida Doutor Francisco Mesquita,Quinta da Paineira,35,1,1,Apartamento,1511,1877
Avenida Delmar,Alphaville Empresarial,70,2,1,Apartamento,5750,6609
Rua Desembargador Aragão,Vila Mariana,22,1,0,Studio e kitnet,2836,3526
Rua Doutor Francisco Figueiredo Barreto,Vila Anglo Brasileira,110,3,1,Casa,5300,5909
Rua Ibiraporã,Jardim Londrina,360,3,4,Casa,6000,6814
Rua Jaracatia,Jardim Umarizal,52,2,1,Apartamento,2125,2622
Rua Olávo Leite,Vila Andrade,55,2,2,Apartamento,3059,4020
Rua Décio Reis,Alto de Pinheiros,310,4,4,Casa,15000,21050
Rua Vicente Prado,Bela Vista,75,1,0,Apartamento,1960,2135
R. João Rossi,Jardim Cocaia,50,2,1,Apartamento,1261,1962
Avenida Prestes Maia,Centro,52,1,0,Apartamento,1300,1736
Avenida Nove de Julho,Bela Vista,28,1,0,Studio e kitnet,1000,1441
Rua Caminho do Engenho,Ferreira,97,2,1,Casa,2300,2398
Rua Dom Bosco,Mooca,80,3,0,Apartamento,1600,1862
Praça Franklin Roosevelt,Consolação,29,1,0,Apartamento,2500,3096
Largo Padre Péricles,Barra Funda,64,1,0,Apartamento,1800,2259
Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,35,1,0,Apartamento,1320,1371
Rua Major Diogo,Bela Vista,27,1,0,Apartamento,1200,1588
Rua Ingu,Guaiaúna,42,2,0,Apartamento,1800,2249
Rua das Perobas,Vila Parque Jabaquara,74,2,2,Apartamento,1500,2722
Avenida do Anastácio,São Domingos,65,3,1,Apartamento,1990,2615
Rua Manuel Soeiro Ramirez,Jardim Mimar,60,2,1,Casa,1500,1588
Rua Alexandre Benois,Vila Andrade,46,2,1,Apartamento,2900,3562
Rua Cesário Ramalho,Cambuci,59,1,0,Apartamento,1650,1793
Rua Padre João,Penha de França,80,2,0,Casa em condomínio,1550,1616
Rua Vergel,Água Rasa,230,3,4,Casa,5910,6378
Rua Araguaia,Vila Curuca,87,3,2,Apartamento,3500,3756
Alameda Eduardo Prado,Campos Elíseos,39,1,1,Apartamento,1200,1722
Praça da República,República,30,1,1,Studio e kitnet,2160,3030
Avenida Brigadeiro Luís Antônio,Bela Vista,45,1,1,Apartamento,2200,2734
Rua David Ben Gurion,Jardim Monte Kemel,141,3,2,Apartamento,8300,10150
Rua Estero Belaco,Vila da Saúde,56,2,1,Apartamento,2227,3367
Rua Augusta,Consolação,22,1,1,Studio e kitnet,2086,2951
Avenida Braz Leme,Santana,199,2,2,Apartamento,6000,7447
Rua Serra de Botucatu,Chácara Califórnia,96,3,2,Apartamento,5500,6341
Largo Santa Cecília,Vila Buarque,30,1,0,Studio e kitnet,820,1464
Rua Adolfino de Arruda Castanho,Vila Dinorah,116,3,1,Casa,4000,4170
Rua Anhanguera,Barra Funda,69,2,2,Apartamento,5390,6182
Rua Salgueiro,Cidade Patriarca,50,2,0,Apartamento,1300,1350
Rua Luís Carneiro,Vila Pereira Barreto,110,3,2,Apartamento,2400,4025
Avenida Brigadeiro Luís Antônio,Bela Vista,42,1,1,Apartamento,3300,3856
Rua Santa Maria Goretti,Vila Maria Alta,60,1,1,Casa,700,876
Rua Manuel da Nóbrega,Paraíso,190,4,1,Apartamento,4500,7610
Rua Euclides de Andrade,Jardim Vera Cruz,172,3,4,Casa,6900,7623
Maria Curupaiti,Vila Ester (zona Norte),60,2,1,Apartamento,1505,2176
Avenida Yervant Kissajikian,Vila Constança,50,2,1,Apartamento,1460,2036
Rua Dona Maria Custódia,Santa Teresinha,250,3,2,Casa,3250,3661
Rua Taiaçupeba,Quinta da Paineira,100,2,0,Casa,1850,1989
Rua Baronesa de Itu,Santa Cecília,35,1,0,Studio e kitnet,2210,2915
Rua Oscar Freire,Cerqueira César,82,2,1,Apartamento,4000,5269
Rua Engenheiro Luís Antônio Rantin Moutinho,Jardim Popular,100,2,1,Casa,2150,2241
Rua Luiz Seráphico Júnior,Jardim Caravelas,27,1,0,Apartamento,2300,2689
Rua Nicola Rollo,Vila Andrade,87,3,1,Apartamento,5000,6475
Rua dos Caciques A,Vila da Saúde,124,3,4,Casa,5150,5686
Rua Joaquim Antunes,Pinheiros,96,3,1,Apartamento,5000,6535
Rua Coronel Irineu de Castro,Jardim Anália Franco,69,2,1,Apartamento,2400,2793
Rua Augusto Viana de Castelo,Vila Basileia,80,3,0,Casa,1432,1493
Alameda Santo Amaro,Santo Amaro,119,3,0,Apartamento,1920,2685
Rua Potsdam,Vila Hamburguesa,50,1,0,Casa,1600,2018
Rua Major Diogo,Bela Vista,38,1,0,Apartamento,1640,2092
Rua Doutor Ângelo Vita,Vila Zilda,26,1,0,Apartamento,2560,3709
Rua Castro Alves,Aclimação,41,1,0,Apartamento,1200,1890
Alameda Yayá,Jardim Aida,70,3,0,Casa,2200,2373
Rua Periatis,Vila Araguaia,30,1,0,Apartamento,850,1033
Rua Artemis,Vila Babilônia,30,1,0,Casa,1200,1301
Rua Martiniano de Carvalho,Bela Vista,35,1,0,Studio e kitnet,1400,1764
Rua Doutor Luiz Migliano,Jardim Caboré,64,3,1,Apartamento,2500,3266
Rua Guararapes,Brooklin Paulista,107,2,1,Casa,3950,4263
Rua Amandaú,Tucuruvi,34,2,0,Apartamento,2200,2590
Rua Condeúba,Vila Carrão,46,2,0,Apartamento,1300,1813
Rua Antônio André Rodrigues,Chácara Mafalda,50,1,0,Casa,1200,1287
Rua Doutor Nicolau Alberto Defina,Jardim da Saúde,66,2,1,Apartamento,1460,2235
Rua José Guilger Sobrinho,Santo Amaro,187,4,2,Casa,5500,5874
Rua Bahia,Higienópolis,48,1,1,Apartamento,4600,5927
Rua Professor Castro Pereira,Vila Baruel,50,2,0,Casa,1880,2060
Rua Guaianases,Campos Elíseos,87,2,0,Apartamento,1500,2123
Rua Guilherme Rudge,Vila Sao Geraldo,38,2,0,Apartamento,1400,1664
Rua Juquis,Indianópolis,45,1,1,Apartamento,3620,4522
Avenida Itaberaba,Nossa Senhora do O,100,3,0,Casa,1900,1981
Rua Paulistânia,Vila Madalena,35,1,0,Apartamento,3700,4232
Rua Doutor Cesário Mota Júnior,Vila Buarque,24,1,0,Studio e kitnet,1200,1607
Rua Ribeirão Branco,Vila Bertioga,43,2,1,Apartamento,2590,2890
Rua Vigário Albernaz,Vila Gumercindo,74,2,2,Apartamento,2600,3951
Rua das Tambaíbas,Parque Jabaquara,106,3,1,Casa,3120,3297
Rua Salvador Iacona,Vila Santa Catarina,51,2,1,Apartamento,1999,3033
Avenida Manoel dos Reis Araújo,Jardim Marajoara,500,4,2,Casa,8500,10950
Rua Jesuíno Arruda,Itaim Bibi,54,1,1,Apartamento,3663,5141
Rua Carvalho de Freitas,Vila Andrade,45,1,1,Apartamento,3519,4033
Rua Damásio Mascarenhas,Santana,60,1,0,Casa,2550,2659
